paper_id,region,in_cohort,oa_id,file,doi,title,first_author,year,venue,citations,is_seed,grace_role,mission,paper_category,centre,release,filter,truncation,gia_model,c20,c30,geocenter,c20_c30,depletion_claim,regions_studied,n_quotes,n_quotes_verified,model,extraction_error,fulltext_reextract
261,indus,True,W4256347109,,10.26480/bdwre.01.2020.13.18,GROUNDWATER STORAGE CHANGE ESTIMATION USING GRACE SATELLITE DATA IN INDUS BASIN,Muhammad Abdus Salam,2020,Big Data In Water Resources Engineering (BDWRE),24,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,unclear,unclear,unclear,unclear,unclear,unclear,unclear,net loss in groundwater storage is at mean rate of 85.01 mm per year,Indus Basin,2,2,deepseek-chat,,
262,indus,True,W4407681992,,10.1029/2024wr038279,Declining Groundwater Storage in the Indus Basin Revealed Using GRACE and GRACE‐FO Data,Jaydeo K. Dharpure,2025,Water Resources Research,18,no,uses-mascon-product,GRACE+GRACE-FO,mascon,multiple,RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,annual GWSA decreases −1.27 cm/yr,Indus basin; Kabul; Lower Indus; Panjnad; Upper Indus,3,3,deepseek-chat,,
263,indus,True,W4306404238,,10.3390/w14203254,"Spatiotemporal Analysis of Groundwater Storage Changes, Controlling Factors, and Management Options over the Transboundary Indus Basin",Kashif Mehmood,2022,Water,16,no,uses-published-TWS,GRACE,downstream-use,multiple,RL06,G300,unclear,unclear,unclear,unclear,unclear,unclear,"groundwater declined from January 2003 to December 2016, with an overall decreasing trend of 0.44 mm per month",Indus River Basin; Kabul River Basin; Lower Bari Doab Canal,3,2,deepseek-chat,,
264,indus,True,W4387510980,,10.1016/j.agwat.2023.108545,"SAFER-ET based assessment of irrigation patterns and impacts on groundwater use in the central Punjab, Pakistan",Adeel Ahmad Nadeem,2023,Agricultural Water Management,15,no,uses-mascon-product,GRACE,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,81% (equivalent to 155 million m3) of groundwater during the dry season,Punjab; Pakistan; Sargodha; Chiniot; Jhang; Faisalabad; Toba Tek Singh,3,3,deepseek-chat (full-text 2026 round2),,yes
265,indus,True,W1490376882,,10.1007/s12594-012-0180-2,"Gravity and Magnetic Methods in Geological Studies: Principles, Integrated Exploration and Plate Tectonics",Dinesh Chandra Mishra,2012,Journal of the Geological Society of India,14,no,does-not-use-grace,unclear,non-GRACE,,,,,,,,,unclear/unclear,,,0,0,deepseek-chat (full-text 2026 round2),,yes
266,indus,True,W4311177370,,10.1007/s41101-022-00169-6,"Assessment of Water Storage Changes Using Satellite Gravimetry and GLDAS Observations over a Part of Indus Basin, India",Mohit Arora,2022,Water Conservation Science and Engineering,9,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,multiple,RL06,Gaussian,60,,replaced,replaced,applied,replaced/replaced,decreasing pattern of average TWS from +17.4 to -28.8 cm and GWS from +18.1 to -30.2 cm,"Indus Basin, India; Punjab; Haryana",7,6,deepseek-chat (full-text 2026 round2),,yes
267,indus,True,W4295242112,,10.5194/hess-26-4515-2022,Scaling methods of leakage correction in GRACE mass change estimates revisited for the complex hydro-climatic setting of the Indus Basin,Vasaw Tripathi,2022,Hydrology and earth system sciences,8,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,multiple,RL06,Swenson-Wahr destripe + G300,90,Peltier_ICE6G_D,replaced (TN-11),unclear,Sun 2016 (TN-13),replaced (TN-11)/unclear,GRACE trend value of −7.6 ± 0.6 Gt yr−1,Indus Basin,7,2,deepseek-chat,,
268,indus,True,W3138529858,,10.1029/2020wr028654,Integrating Gravimetry Data With Thermal Infra‐Red Data From Satellites to Improve Efficiency of Operational Irrigation Advisory in South Asia,Indira Bose,2021,Water Resources Research,7,no,uses-mascon-product,GRACE,mascon,CSR-M,,mascon,,,,,,unclear/unclear,19.2 ± 1.1 km3/year in Northern India,Ganges basin; Indus basin; Kanpur Nagar; Kanpur Dehat; Agra; Lucknow; Sargodha; Layyah; Muzaffargarh; Sheikhupura,2,2,deepseek-chat (full-text 2026 round2),,yes
269,indus,True,W4386639387,,10.3390/rs15184469,Spatiotemporal Change in Evapotranspiration across the Indus River Basin Detected by Combining GRACE/GRACE-FO and Swarm Observations,Lilu Cui,2023,Remote Sensing,6,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,"CSR, GFZ, JPL",RL06,,,,,,,unclear/unclear,,Indus River Basin,2,1,deepseek-chat (full-text 2026),,yes
270,indus,True,W2042896897,,10.5194/isprsarchives-xl-8-329-2014,Estimation of regional mass anomalies from Gravity Recovery and Climate Experiment (GRACE) over Himalayan region,Ritesh Agrawal,2014,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",3,no,uses-mascon-product,GRACE,mascon,CSR,unclear,mascon,unclear,unclear,unclear,unclear,unclear,unclear,Ganga and Brahmaputra basins have shown an average annual change of -1.28 cm and -1.06 cm in terms of WEH,Indus basin; Ganga basin; Brahmaputra basin,2,1,deepseek-chat,,
271,indus,True,W2963419005,,10.1061/9780784482322.011,"Impact of Precipitation and Agricultural Productivity on Groundwater Storage in Rahim Yar Khan District, Pakistan",Gaurang Mistry,2019,World Environmental and Water Resources Congress 2019,3,no,uses-mascon-product,GRACE,mascon,CSR,RL05,mascon,,,,,,unclear/unclear,groundwater storage is depleting at a rate of 0.51 mm per month leading to a total volumetric loss of 1.38 km3 in 13 years,"Rahim Yar Khan District, Pakistan",3,3,deepseek-chat (full-text 2026 round2),,yes
273,indus,True,W4411965992,,10.1016/j.rsase.2025.101639,"Assessment of land deformation and groundwater depletion using Sentinel-1 PS InSAR, GRACE, and Borehole data",Hamid Gulzar,2025,Remote Sensing Applications Society and Environment,2,no,uses-mascon-product,GRACE+GRACE-FO,mascon,multiple,RL06.1M V-3,mascon,,,,,,unclear/unclear,"rapid decline in groundwater storage, particularly in Cell B (−0.77 tau) of the JPL Mascon dataset","Lahore, Pakistan",3,2,deepseek-chat (full-text 2026 round2),,yes
274,indus,True,W7107949971,,10.1016/j.agwat.2025.110017,Remote sensing-based cropping pattern identification and its impact on groundwater use in canal command areas of an irrigated agriculture region in Pakistan,Aftab Haider Khan,2025,Agricultural Water Management,2,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,ICE6G-D,,,,unclear/unclear,"long-term depletion trends in all CCAs, with the steepest declines in CCA7 and CCA8",Bari Doab; Punjab; Pakistan,4,4,deepseek-chat (full-text 2026 round2),,yes
275,indus,True,W2991344323,,10.34917/15778507,Utilization of Remote Sensing Data for Estimation of the Groundwater Storage Variation,Gaurang Mistry,2020,Digital Scholarship - UNLV (University of Nevada Reno),1,no,uses-mascon-product,GRACE,mascon,CSR,RL05,mascon,,GIA Correction,replaced,,Degree 1 Corrections,replaced/unclear,groundwater storage in Pakistan is declining at a high rate,Pakistan; Punjab; Sindh; Balochistan; Khyber Pakhtunkhwa; Vehari; Khanewal; Rahim Yar Khan; Bahawalpur,6,6,deepseek-chat (full-text 2026 round2),,yes
276,indus,True,W3123371689,,10.22541/au.160861850.04202692/v1,Estimation of long-term groundwater storage variation in the Lower Transboundary Indus Basin using GRACE and WGHM model data,Shoaib Ali,2020,,1,no,uses-published-TWS,GRACE,downstream-use,,,,,,,,,unclear/unclear,groundwater storage is being depleted at a rate of 4.16 mm per year (2.97 km3 per year),Lower Transboundary Indus Basin,0,0,deepseek-chat (full-text 2026 round2),,yes
278,indus,True,W4391381500,,10.1109/icosst60641.2023.10414232,Forecasting Groundwater Depletion in Quetta Sub-Basin using Remote Sensing Data: Deep Learning Approach,Pamir Khan,2023,,1,no,uses-published-TWS,GRACE,downstream-use,JPL,,,,,,,,unclear/unclear,groundwater level is declining at a pace of 2 to 3 m per year,Quetta Sub-Basin,1,1,deepseek-chat (full-text 2026 round2),,yes
279,indus,True,W3093683794,,10.1109/icassp39728.2021.9413591,Estimation of Groundwater Storage Variations in Indus River Basin Using Grace Data,Yahya Sattar,2021,,0,no,processes-L2-SHM,GRACE,own-SHM,unclear,RL03,von Mises (Gaussian analogue) with κ=200,61,unclear,unclear,unclear,unclear,unclear,groundwater depletion on average over the time period from 2005 to 2015,Indus river basin (IRB),3,0,deepseek-chat,,
280,indus,True,W3202496528,,10.1002/essoar.10508130.1,Groundwater dynamics in the Indus revealed by integrated flow modeling and satellite data,Li Huang,2021,,0,no,uses-published-TWS,GRACE,downstream-use,JPL,RL04M,,,,,,,unclear/unclear,groundwater storage depletion averaged ~5cm in equivalent water thickness basin-wide over 20 years,Indus River Basin,2,0,deepseek-chat (full-text 2026 round2),,yes
281,indus,True,W4391360517,,10.21203/rs.3.rs-3864359/v1,Spatio-Temporal Dynamics of Groundwater Storage in Pakistan from Gravimetric Observations,Muhammad Hannan,2024,Research Square,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,significant decline in groundwater storage over the last decade,Pakistan; Punjab; Sindh; Balochistan; Khyber Pakhtunkhwa; Gilgit-Baltistan; Kashmir,3,3,deepseek-chat (full-text 2026 round2),,yes
282,indus,True,W4414026921,,10.3389/feart.2025.1551218,"Decomposing land surface total water storage in the Indus, Ganges, and Brahmaputra basins",Alexander Prusevich,2025,Frontiers in Earth Science,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL,RL06,mascon,,,,,,unclear/unclear,"TWS declines in the Indus and Ganges watersheds are primarily driven by the depletion of aquifers (67% and 76%, respectively)",Indus; Ganges; Brahmaputra,3,3,deepseek-chat (full-text 2026 round2),,yes
283,indus,True,W4417247347,,10.3390/hydrology12120330,Spatiotemporal Analysis of Groundwater Storage Changes and Its Driving Factors in the Semi-Arid Region of the Lower Chenab Canal,Muhammad Hassan Ali,2025,Hydrology,0,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,,,,,,,,,unclear/unclear,"groundwater levels declined at 0.52 m/year on average, accelerating to 0.73 m/year after 2014, with total storage losses exceeding 320 mm/year",Lower Chenab Canal (LCC) command area; Indus Basin,0,0,deepseek-chat (full-text 2026 round2),,yes
284,indus,True,W7131365732,,10.1016/j.ejrh.2026.103278,Understanding groundwater dynamics of the depleted aquifer in the Indus Basin based on the downscaled GRACE data and groundwater modelling,Aftab Haider Khan,2026,Journal of Hydrology Regional Studies,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,ICE6G-D,,,,unclear/unclear,groundwater depletion in Bari Doab,Bari Doab; Indus Basin,4,4,deepseek-chat (full-text 2026 round2),,yes
287,indus,True,W4405269718,W4405269718,10.22541/essoar.173395770.08839790/v1,Downscaling GRACE/GRACE-FO data for improving terrestrial and groundwater storage   monitoring and assessment in transboundary Indus Basin and Its sub-regions,Arfan Arshad,2024,,0,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,,,,,,,,,unclear/unclear,"Dehli Doab (-437, -457 mm/year), BIST Doab (-348, -410 mm/year), Rajasthan (-266, -286 mm/year), and Ravi (-190, -278 mm/year)",Indus Basin; Dehli Doab; BIST Doab; Rajasthan; Ravi,0,0,deepseek-chat (full-text 2026 round2),,yes
288,indus,True,W7110931093,W7110931093,10.3389/feart.2025.1551218.s002,"Data Sheet 2_Decomposing land surface total water storage in the Indus, Ganges, and Brahmaputra basins.xlsx",A. A. Prusevich (22186513),2025,Figshare,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL,RL06,mascon,,,,,,unclear/unclear,"TWS declines in the Indus and Ganges watersheds are primarily driven by the depletion of aquifers (67% and 76%, respectively)",Indus; Ganges; Brahmaputra,3,3,deepseek-chat (full-text 2026 round2),,yes
289,indus;north_china_plain,True,W2523375332,,10.1175/jcli-d-16-0209.1,Hydrologic and Climatic Responses to Global Anthropogenic Groundwater Extraction,Yujin Zeng,2016,Journal of Climate,80,no,uses-published-TWS,GRACE,downstream-use,,,,,,,,,unclear/unclear,groundwater depletion in northern India and Pakistan,central United States; north China plain; northern India and Pakistan,0,0,deepseek-chat (full-text 2026 round2),,yes
290,mississippi,True,W2153971255,W2153971255,10.5194/esd-5-15-2014,"Global modeling of withdrawal, allocation and consumptive use of surface water and groundwater resources",Yoshihide Wada,2014,Earth System Dynamics,873,no,does-not-use-grace,unclear,non-GRACE,,,,,,,,,unclear/unclear,,global,0,0,deepseek-chat (full-text 2026 round2),,yes
291,mississippi,True,W1990716986,W1990716986,10.1007/s10040-006-0103-7,Estimating groundwater storage changes in the Mississippi River basin (USA) using GRACE,Matthew Rodell,2006,Hydrogeology Journal,699,no,processes-L2-SHM,GRACE,own-SHM,,Release-1,optimized smoothing,,,replaced with SLR,,SLR degree-1,replaced with SLR/unclear,,Mississippi River basin; Missouri River basin; Arkansas-Red-White-Lower Mississippi River basin; Ohio-Tennessee River basin; Upper Mississippi River basin,4,2,deepseek-chat (full-text 2026),,yes
292,mississippi,True,W1970438763,W1970438763,10.1175/2007jhm951.1,Assimilation of GRACE Terrestrial Water Storage Data into a Land Surface Model: Results for the Mississippi River Basin,Benjamin F. Zaitchik,2008,Journal of Hydrometeorology,489,no,processes-L2-SHM,GRACE,own-SHM,multiple,multiple,Gaussian 400 km + destripe,120,,,,,unclear/unclear,,Mississippi River basin; Ohio–Tennessee; Upper Mississippi; Missouri; Red–Arkansas/Lower Mississippi,4,0,deepseek-chat (full-text 2026 round2),,yes
293,mississippi,True,W1511398861,W1511398861,10.1002/2013jd020792,Hydrological evaluation of the Noah‐MP land surface model for the Mississippi River Basin,Xitian Cai,2013,Journal of Geophysical Research Atmospheres,225,no,uses-published-TWS,GRACE,downstream-use,CSR,RL4.0,G300,60,,,,,unclear/unclear,,Mississippi River Basin,4,4,deepseek-chat (full-text 2026 round2),,yes
294,mississippi,True,W2139207699,W2139207699,10.1029/2005gl024851,Total basin discharge for the Amazon and Mississippi River basins from GRACE and a land‐atmosphere water balance,T. H. Syed,2005,Geophysical Research Letters,209,no,processes-L2-SHM,GRACE,own-SHM,,,G1000,120,,,,,unclear/unclear,,Amazon River basin; Mississippi River basin,2,2,deepseek-chat (full-text 2026),,yes
295,mississippi,True,W3096945879,,10.1029/2020wr027556,Comparison of Groundwater Storage Changes From GRACE Satellites With Monitoring and Modeling of Major U.S. Aquifers,Ashraf Rateb,2020,Water Resources Research,170,no,uses-mascon-product,GRACE,mascon,"CSR-M, JPL-M",RL06,mascon,,,,,,unclear/unclear,totaling approximately −90 km3 over 15 yr,Columbia Plateau; Snake River Basin; Sacramento; San Joaquin/Tulare Basins; Upper Colorado; Arizona Alluvial Basins; Northern High Plains; Central and Southern High Plains; Edwards Trinity Plateau; Texas Gulf Coast; Mississippi Embayment; Coastal Lowlands; Floridan; Pennsylvanian aquifers,3,3,deepseek-chat (full-text 2026 round2),,yes
296,mississippi,True,W2176864264,W2176864264,10.1175/1520-0442(2004)017<2039:icitws>2.0.co;2,Inferring Changes in Terrestrial Water Storage Using ERA-40 Reanalysis Data: The Mississippi River Basin,Sonia I. Seneviratne,2004,Journal of Climate,142,no,does-not-use-grace,unclear,non-GRACE,,,,,,,,,unclear/unclear,,Mississippi River basin; Illinois,0,0,deepseek-chat (full-text 2026 round2),,yes
297,mississippi,True,W2040142713,W2040142713,10.5194/hess-14-59-2010,Calibration analysis for water storage variability of the global hydrological model WGHM,Susanna Werth,2010,Hydrology and earth system sciences,118,no,processes-L2-SHM,GRACE,own-SHM,multiple,RL04,basin-specific,60,,,,,unclear/unclear,,Amazon; Amur; Columbia; Danube; Ganges; Huang He; Indus; Lena; Mackenzie; Mekong; Mississippi; Murray; Nelson; Niger; Nile; Ob; Orange; Orinoco; Parana; St. Lawrence; Tocantins; Volga; Volta; Yangtze; Yenisei; Yukon; Congo (Zaire); Zambezi,4,3,deepseek-chat (full-text 2026),,yes
298,mississippi,True,W2024595536,W2024595536,10.1175/jhm480.1,Seasonal Variations in Terrestrial Water Storage for Major Midlatitude River Basins,Martin Hirschi,2006,Journal of Hydrometeorology,88,no,does-not-use-grace,unclear,non-GRACE,,,,,,,,,unclear/unclear,,Amur; Lena; Lena subbasin; Yenisei; Yenisei subbasins; Ob; Ob subbasins; Amudarya; Syrdarya; Changjiang; Neva; Volga; Don; Dnepr; Danube; Wisla; Odra; Elbe; Weser; Rhine; Rhone; Po; Seine; Loire; Garonne; Ebro; Mississippi; Missouri; Arkansas; Ohio; Columbia; Yukon; Mackenzie; Murray-Darling,0,0,deepseek-chat (full-text 2026 round2),,yes
299,mississippi,True,W3196280317,,10.1088/1748-9326/ac16ff,Effects of climate and irrigation on GRACE-based estimates of water storage changes in major US aquifers,Bridget R. Scanlon,2021,Environmental Research Letters,76,no,uses-mascon-product,GRACE,mascon,multiple,RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,Marked storage depletion in the semi-arid southwestern Central Valley and south-central High Plains totaled ∼90 km3,Columbia Plateau; Snake River Plain; Central Valley; Sacramento; San Joaquin/Tulare; Upper Colorado; Arizona Alluvial; Northern High Plains; Central and Southern High Plains; Edwards Trinity; Texas Gulf Coast; Mississippi Embayment; Coastal Lowlands; Floridian aquifer; Pennsylvania,3,1,deepseek-chat,,
300,mississippi,True,W3097750640,W3097750640,10.1038/s41598-020-75710-5,Multi-mission satellite remote sensing data for improving land hydrological models via data assimilation,Mehdi Khaki,2020,Scientific Reports,66,no,processes-L2-SHM,GRACE,own-SHM,ITSG,,,90,,,,,unclear/unclear,,Murray–Darling basin; Mississippi basin,2,1,deepseek-chat (full-text 2026),,yes
